,g0,eMax,eLen,eList,fid,fidnum,fid2
149,0.0384615384615384,4,8,"[4.0, 4.0, 4.0, 4.0, 3.53009253, 0.8734978, 4.0, 4.0]",0.6799116481582858,0.6846229329783013,0.6801434256156458
150,0.0384615384615384,5,8,"[5.0, 5.0, 5.0, 1.26645396, 4.77975925, 0.0, 3.83103145, 5.0]",0.7892265104921159,0.7891491685532457,0.789391547559358
151,0.0384615384615384,6,8,"[6.0, 6.0, 1.75200062, 2.72778728, 6.0, 0.0, 0.0, 6.0]",0.8677508725959157,0.8561191880069857,0.8679470175106915
152,0.0384615384615384,8,8,"[8.0, 4.73820926, 0.0, 4.65240685, 5.18513987, 1.10200949, 0.0, 6.49177635]",0.9224759887907396,0.8784754378703762,0.9225547495994184
153,0.0384615384615384,10,8,"[9.05379363, 4.25210504, 4.05183444, 6.92081746, 6.60907859, 6.12083642, 5.93247361, 6.44342696]",0.9656475084704732,0.7729982146675183,0.9656266454042429
154,0.0384615384615384,2,9,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",0.273620842741382,0.2756615536778479,0.27381368327778743
155,0.0384615384615384,3,9,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",0.5557383845205055,0.5586658721430401,0.5560359158475119
156,0.0384615384615384,4,9,"[4.0, 4.0, 4.0, 4.0, 4.0, 3.01725078, 2.33951478, 4.0, 4.0]",0.7612709854280156,0.7659056491262549,0.7615013669693904
157,0.0384615384615384,5,9,"[5.0, 5.0, 5.0, 0.0, 5.0, 4.28675647, 0.0, 3.45430374, 5.0]",0.8711121397964455,0.8696774909187852,0.8712909765181087
158,0.0384615384615384,6,9,"[6.0, 6.0, 4.14900581, 0.0, 5.9031685, 2.75900669, 3.31635795, 0.0, 6.0]",0.9350294210784924,0.9253361064611412,0.9351258962610542
159,0.0384615384615384,8,9,"[8.0, 3.51488354, 5.19781792, 2.57120269, 3.76973084, 5.34534411, 1.59596108, 0.0, 6.38623885]",0.9645083481300604,0.9245427742021294,0.9645461457910893
160,0.0384615384615384,10,9,"[9.11413291, 0.9837083, 5.60603033, 1.33194622, 4.9886487, 3.85231788, 3.05816441, 0.0, 6.20611278]",0.9717888785426758,0.7914663188786488,0.9718215984904939
161,0.0384615384615384,2,10,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",0.2960829931386541,0.2980880773967163,0.2962927180227114
162,0.0384615384615384,3,10,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",0.6069437192802049,0.6093647062565564,0.6072785866278266
163,0.0384615384615384,4,10,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.40516261, 2.13973876, 4.0, 4.0]",0.8384156947423491,0.8432878771114141,0.8386388709742505
164,0.0384615384615384,5,10,"[5.0, 5.0, 5.0, 4.05679361, 2.49306284, 5.0, 4.03822133, 0.0, 3.75366861, 5.0]",0.94213275442516,0.942088466603021,0.9422544229285765
165,0.0384615384615384,6,10,"[6.0, 6.0, 3.52962159, 5.20977546, 0.0, 5.7972364, 2.09433826, 3.87251396, 0.0, 6.0]",0.974084684001404,0.9625400294758184,0.9741146571151079
166,0.0384615384615384,8,10,"[8.0, 4.06269076, 4.86785416, 3.57897954, 3.24848059, 5.51745882, 0.0, 4.00542903, 2.67461073, 5.30198992]",0.978705415624048,0.9458629693187254,0.9787058569878192
167,0.0384615384615384,10,10,"[8.23939679, 3.66807023, 5.08137625, 3.15513851, 3.66043439, 5.35184393, 0.0, 3.95519547, 3.05057049, 5.08779053]",0.9788037890595048,0.9325480648104404,0.97880201423505
168,0.0384615384615384,2,11,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",0.3158847379525301,0.3177609680420258,0.31610929642097596
169,0.0384615384615384,3,11,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",0.6514785086097805,0.6528660925841556,0.6518442099051582
170,0.0384615384615384,4,11,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.88956397, 3.85112561, 1.61025478, 4.0, 4.0]",0.9046230795706104,0.9085380430942565,0.9048401737019873
171,0.0384615384615384,5,11,"[5.0, 5.0, 5.0, 4.75832344, 3.26140121, 3.84495029, 5.0, 2.15222371, 3.47137114, 3.09701417, 5.0]",0.9747164355528652,0.9729733599561924,0.9747471947603734
172,0.0384615384615384,6,11,"[5.68813123, 6.0, 4.2290787, 4.85704092, 2.58862017, 4.56334832, 4.65727635, 0.0, 4.34178302, 3.0977455, 4.54222572]",0.9785791858127288,0.9715427225930352,0.978578258972357
173,0.0384615384615384,8,11,"[8.0, 0.0, 0.0, 6.519147, 3.8289075, 3.43057008, 4.14658544, 4.61957606, 1.37490409, 0.0, 5.78315995]",0.991972666547866,0.9363680172875176,0.9919800146279046
174,0.0384615384615384,10,11,"[8.20313856, 4.88316782, 4.95010018, 2.46496331, 5.57028568, 5.21263418, 6.12924026, 7.14605324, 5.27500043, 5.37460682, 6.4480323]",0.9950268269068968,0.8793603780671416,0.9950055243589179
175,0.0384615384615384,2,12,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",0.3326161998323285,0.334264976844983,0.33285288890665177
176,0.0384615384615384,3,12,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",0.6864630062735261,0.6863167922663909,0.6868476493664644
177,0.0384615384615384,4,12,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.87411802, 4.0, 0.96209439, 4.0, 4.0]",0.9490522805509726,0.950525222162947,0.949231271179035
178,0.0384615384615384,5,12,"[5.0, 5.0, 4.97412364, 0.39461439, 5.0, 5.0, 2.41547802, 4.06647524, 5.0, 0.0, 1.58188474, 5.0]",0.9876435848446808,0.98430077517351,0.9876820621035783
179,0.0384615384615384,6,12,"[6.0, 5.74206766, 0.0, 3.21237717, 5.47534624, 4.57497886, 2.88004417, 4.40404609, 4.47630225, 0.94679926, 0.0, 5.6282119]",0.995944374829698,0.9838096752647948,0.9959448807459217
180,0.0384615384615384,8,12,"[7.87841338, 0.0, 3.25346005, 3.1012587, 5.92398192, 3.43284232, 4.55433717, 2.70009608, 4.86901371, 1.3604392, 0.0, 5.60188074]",0.9981948054687731,0.9651299839061704,0.9981915597205224
181,0.0384615384615384,10,12,"[8.00707212, 0.0, 0.0, 6.07007816, 2.97043764, 4.60764447, 4.85921361, 0.0, 5.18867456, 1.72048443, 0.0, 5.22175663]",0.9963288080618048,0.9561219033871466,0.9963302465539685
182,0.0384615384615384,2,13,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",0.3460267061163404,0.3473544745748835,0.3462724782814146
183,0.0384615384615384,3,13,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",0.7102899770513524,0.7082669226928987,0.7106784563110471
184,0.0384615384615384,4,13,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.71577367, 4.0, 1.63366753, 3.22583102, 4.0]",0.9732931916710136,0.9733240657139242,0.9734363235437318
185,0.0384615384615384,5,13,"[5.0, 5.0, 3.97936476, 0.0, 5.0, 5.0, 3.3651681, 4.40552122, 3.94421873, 3.241999, 3.03681962, 1.25579899, 5.0]",0.9975352860900624,0.9944661362682938,0.9975487919171506
186,0.0384615384615384,6,13,"[5.98592269, 4.36763002, 4.08657957, 4.20586638, 0.0, 5.9689122, 3.91588064, 2.4236889, 5.75733379, 0.70148507, 2.97502925, 0.28348945, 4.98677067]",0.9992524765727034,0.9901851186763267,0.999246846351499
187,0.0384615384615384,8,13,"[7.60351989, 0.0, 4.95760776, 3.28800964, 3.24595839, 5.05172912, 4.17401106, 2.82085837, 5.34039163, 0.0, 2.9805188, 0.0, 4.77584861]",0.9996490372745294,0.9803641024593512,0.9996461589696992
188,0.0384615384615384,10,13,"[7.14209297, 0.0, 3.95662368, 0.0, 6.29959619, 2.79779896, 5.20014279, 2.92017731, 4.48039902, 2.20592167, 4.04325936, 0.0, 4.83415421]",0.999788754244226,0.9854160368810636,0.9997851926385606
189,0.0384615384615384,2,14,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",0.3560746208946059,0.3570014886652569,0.3563265085231455
190,0.0384615384615384,3,14,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.55905406, 3.0]",0.7242537679831392,0.7210326588777245,0.72465050309202
191,0.0384615384615384,4,14,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.5495041, 4.0, 1.5971311, 2.36274737, 4.0]",0.9886308801984998,0.9879321254194297,0.9887357465496256
192,0.0384615384615384,5,14,"[5.0, 5.0, 0.96215226, 4.72466271, 2.38468641, 5.0, 4.22279313, 4.58266127, 3.16955932, 4.42427585, 2.52777902, 3.53186197, 0.0, 4.77804534]",0.999979100148805,0.9972081508262172,0.9999768354233642
193,0.0384615384615384,6,14,"[6.0, 3.93027212, 4.24911622, 3.45556741, 2.3636471, 5.96376098, 2.67954526, 4.3435766, 4.68963636, 2.23773844, 3.03332176, 3.35484369, 1.92800612, 3.80971821]",0.9999716652753494,0.9950018966527212,0.9999694488758386
194,0.0384615384615384,8,14,"[5.10393544, 4.73470582, 3.40784407, 4.11191923, 1.23486741, 5.88275455, 3.39520763, 4.2940809, 4.3335168, 3.27264568, 2.8911969, 3.50517289, 1.15284563, 4.45686191]",0.9999977408459404,0.9954376879159264,0.999994971194426
195,0.0384615384615384,10,14,"[6.76537584, 3.38345178, 4.26709412, 3.82763137, 3.18752945, 4.64879297, 4.27180451, 3.3690208, 4.65887143, 3.56423912, 0.0, 3.67909039, 0.96475614, 3.90218691]",0.9999913351782106,0.9952455822007528,0.9999884506869262
196,0.0384615384615384,2,15,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",0.3629025174159159,0.3633654590717069,0.36315801074707255
197,0.0384615384615384,3,15,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.99894914, 1.56243437, 3.0]",0.7343106134438077,0.7301403695140903,0.7347201710082124
198,0.0384615384615384,4,15,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.17006597, 4.0, 1.22723673, 1.52223483, 4.0]",0.9970531321537182,0.9954367739406206,0.9971230475622893
199,0.0384615384615384,5,15,"[5.0, 5.0, 3.90108479, 4.30924811, 3.2629029, 3.9717901, 4.71851929, 3.34714535, 4.0923567, 4.73219986, 1.16597097, 2.97098855, 3.2555226, 0.37641682, 3.50295422]",0.9999935572433166,0.9976076422365844,0.999990896345425
200,0.0384615384615384,6,15,"[5.40099944, 4.45781998, 4.40432325, 4.20533143, 3.47966919, 4.4219574, 3.47966043, 4.10848408, 4.17554179, 3.72626333, 3.95640907, 1.18789284, 2.71738696, 0.06638333, 3.91118585]",0.9999996299266148,0.9981209616494672,0.9999969190972507
201,0.0384615384615384,8,15,"[4.71951796, 4.87989256, 2.47585272, 4.91360363, 3.75016874, 4.04271319, 3.36728562, 5.08890022, 3.27743414, 3.72489319, 4.44735853, 0.0, 3.29545644, 0.06513623, 3.95473997]",0.9999966281869298,0.9978434630210288,0.9999937427937973
202,0.0384615384615384,10,15,"[1.64807704, 1.31981334, 0.0, 0.26458525, 7.68193952, 6.61424085, 3.16484653, 0.0, 0.0, 4.23987627, 6.60585796, 8.28695898, 8.27635001, 8.13542725, 7.0060088]",0.9955339789576944,0.1236680770179909,0.9955178055507955
203,0.0384615384615384,2,16,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",0.3667381647652794,0.3666855206484767,0.3669953621945895
204,0.0384615384615384,3,16,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.3058144, 1.48628441, 3.0]",0.7418308281438808,0.7371557933020078,0.7422544232964884
205,0.0384615384615384,4,16,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.97615762, 2.43055998, 3.6873501, 1.95440809, 0.04559224, 3.7363291]",0.9992509750704708,0.996942891256926,0.999289640167992
206,0.0384615384615384,5,16,"[1.11324154, 4.94848628, 3.57153986, 3.68225193, 2.95851219, 3.89025271, 4.92856248, 3.5552262, 4.72932811, 3.89226154, 3.73072407, 3.31308339, 3.62594444, 2.97670721, 1.68768442, 3.75918576]",0.999999610250618,0.9983553114287268,0.999996636475586
207,0.0384615384615384,6,16,"[4.23299153, 2.21593357, 3.4027102, 3.98287688, 1.9796381, 4.06679482, 5.06827263, 3.75629147, 4.7092431, 3.79425372, 4.04313407, 3.33522477, 3.70490947, 3.2006943, 1.91074699, 3.82560947]",0.9999996689514626,0.9982888297689104,0.9999967750129337
208,0.0384615384615384,8,16,"[0.47973844, 4.81077128, 3.81820851, 3.4129233, 3.8029236, 3.41769855, 4.67542222, 3.98486348, 4.36772888, 4.22211455, 3.56801852, 3.59545351, 3.13683867, 3.4240864, 0.0, 4.04525276]",0.9999989451723902,0.9984473284427948,0.9999959722018357
209,0.0384615384615384,10,16,"[1.28641716, 6.51414256, 1.18671963, 4.88725011, 2.9062239, 5.11672421, 3.51175822, 4.04835408, 3.70536349, 4.80801317, 1.47467495, 4.22134525, 3.40433003, 0.55824647, 0.11701906, 3.71074128]",0.9999947518778086,0.9955182274134264,0.9999918894406241
